transaction_date,stock_date,product_id,customer_id,store_id,quantity
09-11-1997,04-11-1997,1184,2427,10,2
11-10-1997,01-10-1997,215,4742,7,2
30-08-1997,27-08-1997,231,9826,12,5
10-11-1997,03-11-1997,535,7795,6,1
04-03-1997,27-02-1997,1429,2367,3,2
21-11-1997,12-11-1997,6,2324,12,3
25-04-1997,15-04-1997,703,7997,5,2
04-03-1997,26-02-1997,758,9417,6,3
04-08-1997,01-08-1997,843,969,14,6
10-06-1997,,116,8173,3,1
15-10-1997,11-10-1997,231,676,18,4
31-10-1997,25-10-1997,1139,9678,4,2
23-11-1997,19-11-1997,902,3946,5,1
31-03-1997,26-03-1997,1318,7335,13,1
23-09-1997,21-09-1997,636,9678,7,2
03-06-1997,24-05-1997,667,2305,14,3
27-09-1997,24-09-1997,920,8387,7,3
21-10-1997,20-10-1997,578,5624,12,1
17-11-1997,15-11-1997,507,9678,13,2
05-07-1997,26-06-1997,907,4279,14,2
28-07-1997,24-07-1997,494,2500,14,5
20-08-1997,11-08-1997,252,3043,4,4
10-08-1997,04-08-1997,300,10128,3,4
14-11-1997,08-11-1997,1342,8387,8,1
01-06-1997,29-05-1997,901,9678,11,4
24-11-1997,17-11-1997,1560,,9,3
21-03-1997,20-03-1997,865,9678,5,2
18-10-1997,16-10-1997,80,7470,11,4
21-10-1997,18-10-1997,1321,7619,11,4
29-08-1997,25-08-1997,13,4190,18,2
01-05-1997,30-04-1997,901,8130,11,1
03-09-1997,24-08-1997,1385,1273,5,3
12-04-1997,09-04-1997,692,6571,2,5
29-01-1997,28-01-1997,1195,3964,8,5
03-11-1997,27-10-1997,1380,3041,12,1
26-06-1997,20-06-1997,212,9224,11,5
24-04-1997,22-04-1997,231,6264,7,1
17-10-1997,10-10-1997,813,6236,19,2
11-06-1997,10-06-1997,1257,6,5,1
21-08-1997,19-08-1997,1452,2734,14,4
22-05-1997,20-05-1997,965,5805,9,3
15-03-1997,08-03-1997,215,7091,3,2
,13-04-1997,1139,2168,11,3
10-05-1997,07-05-1997,231,6862,12,3
30-07-1997,27-07-1997,184,4677,14,4
20-09-1997,16-09-1997,182,9678,18,2
23-12-1997,19-12-1997,82,10133,13,4
28-08-1997,23-08-1997,754,9122,14,3
23-12-1997,22-12-1997,767,1413,11,2
26-03-1997,17-03-1997,1464,3256,9,1
17-02-1997,15-02-1997,231,2969,5,6
26-02-1997,19-02-1997,202,1413,3,4
24-06-1997,18-06-1997,1415,9159,9,3
14-06-1997,07-06-1997,1355,9029,5,3
10-11-1997,03-11-1997,300,2873,11,3
18-01-1997,17-01-1997,1426,8752,5,4
29-08-1997,19-08-1997,999,1413,18,2
25-12-1997,21-12-1997,507,3434,5,6
04-06-1997,02-06-1997,278,4381,3,2
06-08-1997,27-07-1997,48,2485,9,18
09-09-1997,30-08-1997,121,212,13,3
06-09-1997,28-08-1997,1063,313,4,3
11-08-1997,01-08-1997,246,1413,9,2
28-06-1997,20-06-1997,321,8459,14,1
20-06-1997,14-06-1997,1172,4959,7,1
09-03-1997,06-03-1997,168,3765,4,1
11-11-1997,09-11-1997,1244,5304,20,2
11-12-1997,04-12-1997,215,3393,3,1
25-03-1997,22-03-1997,799,8106,3,3
21-03-1997,13-03-1997,1172,9146,1,1
30-12-1997,24-12-1997,1292,3104,14,1
03-01-1997,24-12-1996,1015,,7,1
22-11-1997,17-11-1997,443,2075,7,2
21-12-1997,20-12-1997,865,1859,5,2
27-10-1997,19-10-1997,1172,6526,11,1
30-04-1997,24-04-1997,299,9026,13,2
06-11-1997,29-10-1997,994,9522,11,2
05-09-1997,26-08-1997,1219,9605,11,4
19-10-1997,10-10-1997,1452,6537,3,4
23-07-1997,19-07-1997,1139,2138,15,3
18-05-1997,11-05-1997,845,3927,4,2
14-12-1997,12-12-1997,48,5637,11,2
18-08-1997,09-08-1997,169,4963,18,2
03-06-1997,01-06-1997,1295,6312,9,3
02-04-1997,24-03-1997,191,9417,14,3
30-09-1997,25-09-1997,350,5533,3,2
04-03-1997,28-02-1997,1397,3722,9,2
26-08-1997,16-08-1997,1196,8697,10,4
05-08-1997,27-07-1997,494,3196,12,1
25-12-1997,20-12-1997,953,8897,4,2
17-11-1997,16-11-1997,754,2219,3,2
30-05-1997,25-05-1997,556,1413,4,3
17-07-1997,11-07-1997,117,7073,4,1
27-12-1997,17-12-1997,962,4677,18,3
19-11-1997,09-11-1997,1426,9160,15,2
21-02-1997,17-02-1997,1380,2115,9,7
16-10-1997,14-10-1997,1105,7650,1,4
07-11-1997,28-10-1997,464,1881,13,1
31-12-1997,29-12-1997,636,8024,3,4
15-11-1997,13-11-1997,602,8961,14,1
16-12-1997,07-12-1997,1104,7378,11,3
22-12-1997,14-12-1997,287,1679,3,2
17-03-1997,09-03-1997,1153,2786,8,1
13-12-1997,09-12-1997,717,10181,7,2
18-01-1997,13-01-1997,149,7367,13,3
01-10-1997,29-09-1997,20,3869,6,2
24-11-1997,20-11-1997,751,7378,6,4
22-06-1997,13-06-1997,262,,9,3
26-11-1997,17-11-1997,1172,1777,19,2
27-09-1997,19-09-1997,231,7782,12,4
20-09-1997,18-09-1997,1253,2715,12,2
28-08-1997,23-08-1997,231,9224,12,1
18-03-1997,13-03-1997,246,7804,15,2
25-12-1997,16-12-1997,1382,5914,5,2
04-10-1997,30-09-1997,172,9182,11,3
26-11-1997,20-11-1997,383,3224,1,4
01-06-1997,26-05-1997,33,7056,11,1
16-03-1997,09-03-1997,1074,2006,3,5
04-10-1997,29-09-1997,1295,3080,13,14
13-04-1997,06-04-1997,1465,3964,11,3
30-10-1997,25-10-1997,1452,8546,9,4
07-09-1997,06-09-1997,204,1881,4,2
08-12-1997,04-12-1997,82,9678,3,1
,03-12-1997,774,7650,9,2
03-06-1997,25-05-1997,1295,9817,9,3
27-04-1997,24-04-1997,764,2786,14,3
17-01-1997,10-01-1997,198,7065,3,2
08-08-1997,06-08-1997,994,2349,6,2
08-01-1997,31-12-1996,1288,7650,11,4
26-07-1997,24-07-1997,215,1273,10,5
02-06-1997,24-05-1997,556,2138,5,3
29-05-1997,20-05-1997,231,6236,11,2
29-11-1997,22-11-1997,85,313,7,5
31-10-1997,23-10-1997,184,7764,5,4
26-09-1997,16-09-1997,48,8387,5,2
06-07-1997,28-06-1997,1465,7150,14,3
22-08-1997,19-08-1997,951,6463,17,2
02-09-1997,31-08-1997,835,7650,9,1
20-05-1997,19-05-1997,515,170,6,3
14-11-1997,08-11-1997,177,4014,3,4
03-03-1997,25-02-1997,272,6537,14,2
23-02-1997,21-02-1997,1467,2168,9,4
23-01-1997,16-01-1997,368,9678,3,2
10-12-1997,05-12-1997,850,10164,8,5
15-05-1997,14-05-1997,1327,2734,2,1
13-02-1997,12-02-1997,1415,6840,11,1
10-09-1997,01-09-1997,399,8663,3,1
16-09-1997,15-09-1997,1151,9678,11,2
11-04-1997,03-04-1997,231,4959,8,1
25-12-1997,18-12-1997,1163,8752,1,3
20-04-1997,11-04-1997,1335,3993,14,3
01-07-1997,27-06-1997,873,1534,13,3
20-08-1997,13-08-1997,1177,8663,6,2
29-09-1997,19-09-1997,359,9678,9,3
22-06-1997,18-06-1997,312,1679,3,2
04-04-1997,30-03-1997,1393,2687,12,2
03-07-1997,02-07-1997,1484,1992,14,3
11-07-1997,04-07-1997,679,2775,3,4
04-10-1997,02-10-1997,1266,7485,8,5
17-12-1997,14-12-1997,1220,2367,21,3
20-12-1997,19-12-1997,300,4269,1,1
22-12-1997,21-12-1997,864,8386,11,2
14-07-1997,09-07-1997,151,9678,11,2
12-04-1997,03-04-1997,681,2786,2,2
09-08-1997,08-08-1997,754,5086,4,1
30-05-1997,29-05-1997,464,6562,5,1
22-07-1997,12-07-1997,1443,1179,13,2
30-08-1997,23-08-1997,1293,1907,3,10
20-10-1997,15-10-1997,837,5894,8,1
28-08-1997,19-08-1997,1247,7366,5,3
,17-05-1997,120,4659,9,4
30-12-1997,22-12-1997,321,3472,8,2
08-06-1997,07-06-1997,1137,2078,3,5
28-12-1997,23-12-1997,1304,8820,11,2
24-04-1997,23-04-1997,202,8926,9,3
22-04-1997,20-04-1997,901,1525,4,1
13-11-1997,12-11-1997,65,2734,7,4
23-05-1997,19-05-1997,1452,,13,2
11-01-1997,09-01-1997,1348,2084,11,2
19-06-1997,17-06-1997,1465,6862,3,2
26-12-1997,19-12-1997,759,2062,18,1
20-01-1997,11-01-1997,118,2990,11,2
10-06-1997,09-06-1997,1304,7432,1,11
04-08-1997,28-07-1997,1457,6512,13,5
10-09-1997,31-08-1997,76,6571,5,4
04-05-1997,30-04-1997,1539,23,9,1
01-11-1997,27-10-1997,1172,4245,6,3
30-09-1997,25-09-1997,958,9511,5,4
05-12-1997,27-11-1997,477,2021,20,2
23-12-1997,21-12-1997,625,3089,10,3
02-07-1997,23-06-1997,1120,3802,11,4
07-03-1997,02-03-1997,864,4307,3,2
30-03-1997,23-03-1997,556,676,2,1
15-10-1997,06-10-1997,20,4014,9,3
10-07-1997,05-07-1997,976,3920,13,5
11-08-1997,05-08-1997,982,4148,14,3
30-12-1997,24-12-1997,538,1413,3,2
04-11-1997,28-10-1997,802,5624,4,3
07-05-1997,27-04-1997,802,4116,1,1
26-12-1997,17-12-1997,864,6771,14,3
24-05-1997,23-05-1997,1293,9473,8,3
01-11-1997,25-10-1997,151,10224,12,2
12-06-1997,03-06-1997,754,5133,12,3
20-10-1997,14-10-1997,563,1679,11,3
18-07-1997,11-07-1997,901,4175,10,3
19-07-1997,17-07-1997,754,5271,2,3
13-06-1997,11-06-1997,611,4016,12,3
04-08-1997,25-07-1997,1153,,7,2
26-12-1997,24-12-1997,1382,2500,8,2
31-03-1997,23-03-1997,864,8661,9,
29-11-1997,23-11-1997,246,6589,19,2
08-01-1997,02-01-1997,825,,3,4
04-04-1997,25-03-1997,1000,2557,2,7
02-12-1997,,1380,9494,1,2
11-12-1997,07-12-1997,1104,1499,14,3
31-05-1997,22-05-1997,1139,5632,4,10
14-04-1997,13-04-1997,450,,11,3
14-10-1997,04-10-1997,1133,4514,4,3
11-11-1997,10-11-1997,116,1451,13,4
28-02-1997,23-02-1997,295,,5,2
12-08-1997,05-08-1997,54,9181,18,3
29-03-1997,25-03-1997,681,2312,8,6
26-08-1997,24-08-1997,115,9678,15,3
01-11-1997,30-10-1997,699,6380,15,1
16-05-1997,06-05-1997,578,5744,2,6
29-11-1997,27-11-1997,1066,1206,10,2
25-02-1997,16-02-1997,432,1499,14,5
04-04-1997,30-03-1997,48,9417,14,12
12-01-1997,11-01-1997,1172,2687,14,
23-12-1997,19-12-1997,1006,7381,3,3
07-08-1997,01-08-1997,734,7288,2,3
13-11-1997,12-11-1997,917,5624,15,1
14-11-1997,11-11-1997,132,9981,2,2
26-09-1997,22-09-1997,1293,3746,4,4
14-11-1997,08-11-1997,85,520,1,4
16-06-1997,08-06-1997,1139,9678,15,2
27-05-1997,21-05-1997,295,2348,2,3
10-11-1997,09-11-1997,1215,4928,3,1
06-06-1997,27-05-1997,479,5608,3,1
14-05-1997,04-05-1997,769,445,14,1
23-10-1997,14-10-1997,1151,4870,15,3
17-05-1997,11-05-1997,754,3277,5,4
11-11-1997,04-11-1997,843,2786,14,7
23-12-1997,18-12-1997,1318,3528,3,2
08-04-1997,02-04-1997,364,7250,3,2
13-04-1997,03-04-1997,32,6103,4,3
09-06-1997,31-05-1997,35,486,8,3
09-01-1997,02-01-1997,1553,1413,7,2
02-03-1997,25-02-1997,262,6231,5,3
24-05-1997,14-05-1997,994,4838,1,2
25-09-1997,24-09-1997,479,7502,18,2
06-11-1997,28-10-1997,1105,1717,4,2
18-09-1997,14-09-1997,48,6512,8,4
20-09-1997,15-09-1997,1224,5296,7,39
09-11-1997,05-11-1997,226,8226,11,2
26-05-1997,19-05-1997,231,2301,3,6
02-09-1997,25-08-1997,1426,8387,2,2
29-11-1997,25-11-1997,661,8387,7,4
06-03-1997,27-02-1997,1349,8683,14,2
19-09-1997,10-09-1997,994,7164,18,1
14-07-1997,06-07-1997,1331,107,6,3
15-07-1997,07-07-1997,399,3902,9,2
24-07-1997,16-07-1997,231,6763,11,1
30-06-1997,22-06-1997,864,,3,1
22-10-1997,21-10-1997,563,10217,3,3
29-05-1997,22-05-1997,20,2208,4,4
25-04-1997,15-04-1997,555,8926,8,5
02-08-1997,29-07-1997,1288,4175,7,1
10-11-1997,03-11-1997,64,9678,7,1
21-11-1997,15-11-1997,802,8488,7,1
18-04-1997,08-04-1997,1452,8388,11,4
17-06-1997,07-06-1997,562,6034,11,2
28-04-1997,25-04-1997,1546,2786,14,3
04-01-1997,27-12-1996,1153,2786,8,1
22-05-1997,16-05-1997,295,2208,11,4
05-05-1997,29-04-1997,20,6,4,2
30-11-1997,24-11-1997,703,10157,14,3
18-04-1997,11-04-1997,1151,2427,8,1
31-12-1997,25-12-1997,564,5165,22,5
18-02-1997,13-02-1997,1165,7482,2,2
01-01-1997,26-12-1996,19,1270,5,3
07-11-1997,04-11-1997,691,,1,4
24-04-1997,18-04-1997,1483,5945,11,3
29-03-1997,19-03-1997,905,445,9,2
18-12-1997,16-12-1997,1457,1386,18,3
08-12-1997,04-12-1997,1153,8173,7,2
21-05-1997,15-05-1997,6,9417,6,3
10-07-1997,02-07-1997,809,3340,2,3
03-04-1997,30-03-1997,1105,7602,9,1
25-09-1997,21-09-1997,244,1881,13,1
30-12-1997,26-12-1997,1212,2234,9,4
14-02-1997,09-02-1997,536,7253,11,2
05-01-1997,03-01-1997,231,213,7,3
15-01-1997,05-01-1997,147,7685,10,1
24-09-1997,19-09-1997,840,9678,18,2
05-06-1997,04-06-1997,966,3035,3,2
25-12-1997,23-12-1997,843,2301,3,4
08-12-1997,04-12-1997,1304,2349,2,2
14-03-1997,04-03-1997,177,2342,10,1
26-12-1997,23-12-1997,622,7480,3,2
05-12-1997,25-11-1997,704,401,6,3
04-07-1997,26-06-1997,149,1413,10,2
18-09-1997,15-09-1997,467,6258,18,2
22-08-1997,12-08-1997,248,8387,8,4
20-08-1997,13-08-1997,735,6575,12,2
27-03-1997,24-03-1997,399,4550,15,5
01-12-1997,30-11-1997,578,2039,8,1
13-02-1997,11-02-1997,1492,9678,6,2
26-11-1997,21-11-1997,672,9345,20,1
15-01-1997,08-01-1997,583,8387,11,1
27-10-1997,22-10-1997,1089,5861,5,4
02-12-1997,01-12-1997,246,4963,9,3
10-12-1997,09-12-1997,592,1499,3,2
09-09-1997,31-08-1997,672,9376,14,3
13-03-1997,09-03-1997,573,3927,11,
18-07-1997,11-07-1997,1263,7034,11,1
19-05-1997,15-05-1997,556,544,5,4
31-12-1997,30-12-1997,399,10203,6,4
22-01-1997,21-01-1997,941,1400,14,5
27-08-1997,18-08-1997,1077,8387,18,4
13-05-1997,11-05-1997,1429,9160,12,4
06-05-1997,29-04-1997,877,925,11,1
22-02-1997,12-02-1997,231,2427,14,4
19-03-1997,09-03-1997,1105,4951,3,6
01-11-1997,27-10-1997,864,9418,3,3
26-08-1997,21-08-1997,1334,2786,12,1
15-06-1997,07-06-1997,433,9418,14,1
27-10-1997,23-10-1997,1539,2687,4,4
23-04-1997,21-04-1997,568,2160,3,5
16-08-1997,06-08-1997,1413,1413,11,
02-09-1997,29-08-1997,556,2167,18,2
10-03-1997,02-03-1997,496,5468,11,2
14-12-1997,12-12-1997,198,1413,18,2
31-05-1997,22-05-1997,117,10133,4,2
24-02-1997,21-02-1997,287,7679,11,3
05-04-1997,31-03-1997,1206,6500,2,1
29-08-1997,24-08-1997,206,,3,4
17-10-1997,13-10-1997,742,2167,2,1
09-07-1997,08-07-1997,295,1473,14,2
21-03-1997,18-03-1997,1517,1541,12,2
16-10-1997,09-10-1997,1139,7354,8,2
03-11-1997,02-11-1997,869,8916,10,3
03-08-1997,29-07-1997,622,519,3,1
06-06-1997,03-06-1997,64,1400,14,2
16-10-1997,07-10-1997,1106,9576,18,55
12-04-1997,08-04-1997,1139,7859,16,3
20-02-1997,11-02-1997,1428,3043,14,4
26-06-1997,24-06-1997,246,,12,1
16-12-1997,12-12-1997,288,6651,8,2
21-04-1997,19-04-1997,982,8387,12,2
07-04-1997,31-03-1997,1124,2115,10,4
05-04-1997,27-03-1997,149,3055,4,4
22-11-1997,13-11-1997,3,2734,3,2
07-08-1997,29-07-1997,1388,6112,5,1
29-11-1997,26-11-1997,1064,1903,14,2
03-11-1997,31-10-1997,1162,6853,5,3
10-07-1997,03-07-1997,231,9454,3,2
03-11-1997,29-10-1997,401,4328,6,2
08-11-1997,02-11-1997,1397,7650,13,4
29-11-1997,22-11-1997,1498,9817,9,1
16-08-1997,10-08-1997,1209,8953,2,1
18-11-1997,13-11-1997,1466,5943,12,1
16-08-1997,11-08-1997,399,8485,5,9
07-06-1997,30-05-1997,1555,,5,2
21-11-1997,14-11-1997,727,7288,11,4
08-05-1997,28-04-1997,124,5936,10,2
02-02-1997,31-01-1997,312,480,14,5
12-07-1997,11-07-1997,149,8007,16,2
19-08-1997,10-08-1997,252,1745,3,3
04-04-1997,28-03-1997,533,8752,5,5
27-11-1997,29-11-1997,1539,5089,5,1
09-06-1997,06-06-1997,1104,2181,3,1
22-05-1997,12-05-1997,215,7650,8,1
13-12-1997,08-12-1997,177,892,12,1
05-04-1997,04-04-1997,958,7559,16,2
13-04-1997,07-04-1997,176,1141,12,2
28-05-1997,25-05-1997,54,9678,5,5
26-11-1997,21-11-1997,864,,11,6
21-10-1997,15-10-1997,901,7696,14,3
28-11-1997,19-11-1997,231,445,8,4
27-06-1997,22-06-1997,1426,9789,1,4
22-10-1997,20-10-1997,1064,10000,4,1
05-07-1997,04-07-1997,150,1653,10,1
30-04-1997,20-04-1997,1426,215,12,2
22-03-1997,13-03-1997,231,1117,7,1
16-12-1997,11-12-1997,1220,3848,8,2
21-09-1997,12-09-1997,274,8009,11,2
20-06-1997,18-06-1997,295,2790,9,2
22-02-1997,18-02-1997,213,1499,8,6
05-11-1997,02-11-1997,231,6534,15,
16-04-1997,11-04-1997,1293,7469,1,3
01-09-1997,31-08-1997,1303,2946,14,4
16-08-1997,07-08-1997,563,8180,5,4
13-12-1997,11-12-1997,1459,9418,4,2
04-12-1997,02-12-1997,1426,1059,11,2
25-12-1997,24-12-1997,675,3401,15,2
25-08-1997,15-08-1997,231,2786,4,3
04-10-1997,28-09-1997,864,8387,3,4
16-03-1997,06-03-1997,1428,9160,11,2
01-10-1997,23-09-1997,1526,4537,5,3
04-12-1997,02-12-1997,1293,7018,8,3
11-01-1997,09-01-1997,1212,955,6,5
01-10-1997,26-09-1997,958,7949,3,2
06-09-1997,29-08-1997,578,2786,6,4
03-12-1997,24-11-1997,1486,4963,17,4
24-11-1997,22-11-1997,1295,809,5,3
01-08-1997,31-07-1997,764,1413,14,2
09-06-1997,03-06-1997,994,9678,15,3
20-08-1997,19-08-1997,223,3922,3,1
22-10-1997,16-10-1997,48,7650,11,5
09-08-1997,08-08-1997,473,7253,17,1
22-11-1997,16-11-1997,1397,888,8,1
11-06-1997,05-06-1997,844,2115,15,2
07-11-1997,11-11-1997,556,,19,2
17-07-1997,16-07-1997,348,2545,11,3
08-06-1997,02-06-1997,864,6957,17,3
08-08-1997,31-07-1997,987,7388,11,5
22-11-1997,18-11-1997,362,2786,4,2
31-10-1997,21-10-1997,467,4963,14,4
11-08-1997,08-08-1997,1222,2485,11,1
12-09-1997,11-09-1997,864,9992,14,4
13-02-1997,10-02-1997,785,6571,9,4
