return_date,product_id,store_id,quantity
1998-07-18,1091,23,5.0
1997-12-06,901,5,3.0
1998-02-06,231,19,1.0
1998-12-22,1316,7,5.0
1999-01-08,595,13,3.0
1998-12-30,958,10,3.0
1999-01-01,1348,14,1.0
1998-08-10,48,8,3.0
1998-08-24,1426,18,5.0
1997-05-15,231,11,4.0
1999-01-11,464,21,5.0
1997-07-28,1149,3,5.0
1997-09-26,612,10,3.0
1997-09-08,934,8,5.0
1998-12-11,1285,5,5.0
1999-02-01,76,3,2.0
1998-06-24,472,9,3.0
1998-09-13,231,2,4.0
1998-04-01,845,3,5.0
1998-06-13,1465,10,4.0
1998-05-31,231,23,2.0
1998-02-05,578,3,2.0
1998-05-28,965,18,4.0
1998-05-16,1382,4,5.0
1998-12-04,1382,16,2.0
1999-01-17,1224,9,4.0
1997-06-10,802,3,3.0
1998-12-26,231,7,1.0
1998-12-26,1527,7,4.0
1998-11-21,675,9,3.0
1998-07-14,51,14,2.0
1997-06-29,538,11,4.0
1998-10-14,809,23,4.0
1997-07-05,1139,8,4.0
1998-12-31,1019,20,3.0
1998-01-27,229,20,2.0
1997-07-23,680,5,2.0
1998-11-17,1151,8,1.0
1998-07-18,1422,22,4.0
1998-11-07,1521,22,5.0
1997-05-21,802,4,5.0
1998-02-03,809,18,1.0
1998-12-21,1487,10,5.0
1997-03-04,1105,4,2.0
1998-08-02,32,22,1.0
1998-04-27,719,15,5.0
1997-07-28,1172,3,3.0
1998-03-02,1293,3,1.0
1998-08-01,295,24,5.0
1998-09-05,1318,4,5.0
1997-06-23,464,5,1.0
1997-03-29,231,10,5.0
1998-03-24,20,6,4.0
1998-06-30,1053,9,1.0
1998-07-01,287,2,2.0
1997-09-25,1172,10,3.0
1998-12-01,807,11,3.0
1997-07-24,929,4,3.0
1998-11-25,220,3,2.0
1997-12-04,1089,19,4.0
1998-04-02,625,10,4.0
1998-08-14,864,22,1.0
1998-12-11,1415,11,4.0
1997-07-10,464,11,3.0
1997-08-22,1100,14,1.0
1998-09-28,346,7,3.0
1997-05-20,1064,8,2.0
1998-07-26,878,24,3.0
1998-09-18,287,23,5.0
1997-09-20,1426,11,5.0
1998-09-02,82,18,4.0
1998-04-15,958,18,1.0
1998-02-07,778,3,2.0
1998-03-27,246,13,4.0
1998-10-23,625,19,4.0
1998-09-12,879,11,4.0
1998-03-30,864,18,2.0
1998-09-19,1497,23,1.0
1997-08-28,231,2,1.0
1997-11-14,413,19,4.0
1998-03-16,767,19,4.0
1997-08-07,1477,8,1.0
1998-10-14,68,12,1.0
1997-06-02,80,7,4.0
1997-04-16,850,5,2.0
1997-10-11,754,18,2.0
1998-04-17,964,2,1.0
1997-03-29,230,3,5.0
1997-11-13,213,6,3.0
1998-06-03,228,19,4.0
1998-11-15,1459,23,5.0
1997-03-01,1104,14,3.0
1998-06-09,1105,23,2.0
1997-05-21,1089,7,1.0
1997-03-11,231,5,4.0
1998-07-12,1380,6,5.0
1998-03-21,855,6,4.0
1998-06-02,881,4,5.0
1998-03-25,102,9,5.0
1997-09-14,399,14,1.0
1998-05-20,540,23,2.0
1998-12-12,1064,18,5.0
1998-05-03,935,28,1.0
1997-06-23,482,15,4.0
1998-08-25,1153,21,1.0
1998-06-28,812,19,3.0
1998-08-03,785,4,5.0
1998-06-30,958,5,1.0
1997-07-05,1442,4,5.0
1998-10-12,864,18,5.0
1998-08-28,231,10,1.0
1998-02-01,315,14,4.0
1998-04-08,403,22,3.0
1998-09-15,64,4,4.0
1998-09-16,496,10,3.0
1997-06-30,448,6,4.0
,878,13,3.0
1998-02-08,231,4,1.0
1998-07-04,813,4,3.0
1998-05-01,349,18,4.0
1998-06-01,36,11,5.0
1998-11-13,248,12,4.0
1998-11-26,514,20,4.0
1998-09-15,622,17,5.0
1998-12-10,365,18,3.0
1998-11-02,1426,4,1.0
1998-11-30,198,22,1.0
1997-07-14,965,3,2.0
1998-02-26,287,13,2.0
1997-04-06,421,3,2.0
1997-11-17,563,14,2.0
1997-04-11,581,5,2.0
1997-08-25,507,4,1.0
1997-08-11,1266,14,4.0
1997-07-20,231,10,3.0
1998-03-07,515,13,3.0
1997-05-13,1128,2,2.0
1998-08-19,464,21,5.0
1997-04-11,332,1,2.0
1997-12-22,410,11,5.0
1997-05-02,20,1,5.0
1997-04-12,332,13,2.0
1998-02-26,215,4,1.0
1998-01-18,332,8,2.0
1998-04-11,818,14,3.0
1998-04-17,71,10,3.0
1998-11-25,612,23,3.0
1998-06-05,313,18,4.0
1998-08-09,1455,1,4.0
1998-08-30,1358,21,5.0
1998-05-15,1323,8,4.0
1998-09-20,231,5,5.0
1997-09-26,149,14,5.0
1998-01-12,1080,3,3.0
1998-06-27,1151,4,4.0
1998-11-14,151,23,5.0
1997-11-23,1293,7,1.0
1998-08-18,215,5,5.0
1998-01-09,5,9,5.0
1997-12-23,176,4,1.0
1997-03-13,206,7,4.0
1998-12-15,1394,6,5.0
1998-04-12,1161,18,5.0
1998-06-06,901,12,2.0
1998-08-20,1295,22,2.0
1998-01-10,807,4,4.0
1999-01-23,364,11,3.0
1998-05-13,1296,24,1.0
1998-11-14,300,20,3.0
1998-06-03,625,15,4.0
1997-07-19,59,3,5.0
1998-07-08,613,22,4.0
1997-07-14,491,11,5.0
1997-01-30,1305,14,4.0
1998-07-21,1508,22,5.0
1998-09-21,295,23,3.0
1998-09-27,581,18,4.0
1997-08-01,91,4,2.0
1998-05-18,840,11,1.0
1997-09-22,215,12,1.0
1998-02-05,245,20,3.0
1998-06-05,518,11,1.0
1998-01-09,672,11,3.0
1998-12-03,231,18,5.0
1998-03-26,1139,22,3.0
1999-01-05,1190,18,4.0
1998-09-26,732,10,1.0
1998-12-29,20,7,5.0
1998-01-22,845,6,5.0
1998-11-27,1295,3,5.0
1997-09-29,965,4,4.0
1997-10-02,1167,6,5.0
1998-11-27,291,14,3.0
1998-12-25,625,11,1.0
1997-03-05,1260,3,1.0
1998-04-17,1397,3,4.0
1997-08-30,438,11,4.0
1997-12-31,831,9,5.0
1999-01-04,1220,14,4.0
1998-07-29,728,8,2.0
1997-02-13,754,7,5.0
1998-05-21,231,19,5.0
1997-07-19,703,7,4.0
,1426,14,2.0
1998-01-16,965,15,2.0
1997-06-14,980,5,5.0
1997-10-18,287,3,5.0
1997-09-22,1364,14,1.0
1998-09-05,1536,9,3.0
1998-07-24,850,21,5.0
1999-01-27,478,2,5.0
1997-05-07,287,3,1.0
1997-03-20,1380,6,5.0
1997-02-22,1552,10,1.0
1998-01-26,1402,22,4.0
1997-06-28,185,4,3.0
1997-12-24,835,4,3.0
1998-05-18,1452,6,1.0
1997-09-23,735,4,5.0
1998-07-08,1552,10,2.0
1999-01-16,20,9,2.0
1998-07-15,1027,14,1.0
1998-08-23,1097,9,4.0
1998-12-15,1442,9,5.0
1998-07-19,741,5,3.0
1998-11-30,1260,3,3.0
1998-09-22,1457,17,2.0
1998-04-14,64,4,4.0
1998-11-23,61,3,3.0
1998-01-04,215,18,5.0
1998-11-26,231,23,4.0
1998-06-13,198,10,3.0
1999-01-06,754,3,1.0
1998-10-18,1390,24,1.0
1998-01-07,215,12,3.0
1997-09-10,685,9,1.0
1997-12-29,748,2,5.0
1997-07-05,969,3,3.0
1999-01-06,198,3,1.0
1999-01-27,802,14,2.0
1998-12-11,48,13,3.0
1998-09-14,85,3,1.0
1998-02-21,1509,14,3.0
1998-10-11,421,5,1.0
1998-12-30,837,3,3.0
1999-01-07,414,13,3.0
1998-08-09,246,14,3.0
1998-11-22,1189,14,5.0
1997-11-17,1293,14,3.0
1997-08-29,789,11,3.0
1997-08-12,262,18,2.0
1998-09-06,1467,1,2.0
1997-10-10,829,11,2.0
1997-04-17,1250,11,1.0
1998-08-13,1001,6,1.0
1998-01-23,231,18,1.0
1998-09-10,300,18,4.0
1997-09-20,1212,18,2.0
1997-12-18,672,1,5.0
1998-11-23,864,19,3.0
1998-04-09,1452,11,5.0
1997-10-11,754,18,1.0
1998-07-13,287,12,3.0
1998-05-01,231,17,5.0
1998-03-29,1139,21,5.0
1997-03-15,1172,2,4.0
1998-05-05,168,9,2.0
1998-08-26,48,11,3.0
1998-04-27,1380,5,2.0
1997-07-23,1429,2,3.0
1997-05-18,613,5,5.0
1998-03-26,215,4,5.0
1998-05-23,414,14,1.0
1998-03-27,246,1,5.0
1998-09-17,1106,18,4.0
1998-01-31,1380,8,2.0
1998-04-20,20,14,1.0
1998-03-27,802,10,2.0
1998-10-03,1147,18,1.0
1998-10-11,219,17,3.0
1998-09-06,251,9,1.0
1998-01-08,835,18,4.0
1998-12-13,822,7,2.0
1998-04-09,287,18,1.0
1998-11-22,246,3,2.0
1998-05-20,764,8,1.0
1997-09-08,198,3,3.0
1997-09-21,215,9,5.0
1997-07-17,1156,3,5.0
1997-09-21,1095,18,2.0
1998-01-14,1302,3,3.0
1998-09-17,754,12,4.0
1997-05-15,942,9,2.0
1997-02-19,182,4,1.0
1999-01-26,807,3,5.0
1998-04-06,215,12,2.0
1998-07-19,1139,18,2.0
1999-01-21,1105,7,2.0
1998-08-22,549,3,2.0
1998-05-24,896,24,4.0
1998-05-26,1380,8,1.0
1998-07-13,416,10,3.0
1998-07-04,1172,12,2.0
1997-04-08,533,14,4.0
1997-06-06,231,12,5.0
1998-11-11,64,4,4.0
1997-03-09,20,5,5.0
1998-12-30,864,5,2.0
1999-01-21,1127,11,4.0
1998-02-04,494,7,5.0
1998-10-27,54,13,4.0
1998-07-24,681,5,4.0
1998-03-27,563,18,4.0
1997-12-30,1200,10,2.0
1997-11-20,1421,14,5.0
1997-04-27,556,3,2.0
1998-03-17,1161,11,3.0
1997-07-05,835,8,3.0
1998-09-29,1293,23,4.0
1998-11-28,864,6,4.0
1998-10-20,1214,12,2.0
1997-12-19,1008,18,4.0
1997-03-03,1139,4,2.0
1998-07-16,1139,24,3.0
1998-12-16,231,9,3.0
1997-06-04,1486,3,2.0
1998-05-19,581,6,4.0
1998-09-03,1139,9,5.0
1997-10-01,1089,7,4.0
1998-07-02,1353,21,5.0
1999-01-18,367,6,1.0
1997-11-29,854,4,1.0
1998-04-25,3,7,2.0
1998-12-16,754,22,5.0
1998-07-31,1539,10,1.0
1998-12-30,348,24,2.0
1998-08-15,556,14,1.0
1997-09-05,1232,1,5.0
1997-12-10,176,4,2.0
1999-01-23,1139,14,3.0
1997-08-11,64,10,5.0
1998-09-23,1063,5,5.0
1998-12-16,1068,5,5.0
1998-01-09,310,15,3.0
1998-08-19,1344,7,4.0
1998-05-24,507,12,1.0
1998-03-11,269,21,4.0
1998-04-15,1139,6,1.0
1998-08-24,460,19,1.0
1997-11-26,414,14,3.0
1998-06-07,231,3,5.0
1998-03-12,1293,4,1.0
1998-04-17,1048,9,3.0
1997-11-17,1429,4,2.0
1998-05-18,1001,18,4.0
1997-09-25,1445,3,5.0
1997-04-12,1426,5,5.0
,1139,5,1.0
1998-05-03,734,13,1.0
1998-08-31,732,14,5.0
1998-12-03,231,9,1.0
1998-12-25,401,10,4.0
1998-08-25,246,24,2.0
1998-10-09,901,12,1.0
1997-06-29,572,2,4.0
1998-11-13,1224,19,5.0
1998-03-05,621,14,4.0
1998-09-23,802,24,2.0
,846,10,5.0
1998-11-14,576,7,5.0
1998-04-05,48,13,4.0
1997-09-02,1189,12,5.0
1998-08-23,1490,3,5.0
1998-08-13,231,23,2.0
1998-06-30,355,2,3.0
1998-12-28,683,18,4.0
1998-09-14,764,8,5.0
1997-02-12,504,3,3.0
1998-10-14,680,3,4.0
1998-08-13,579,11,2.0
1999-01-30,578,22,3.0
1998-03-02,64,15,2.0
1998-06-11,1177,1,1.0
1998-12-09,1292,19,1.0
1997-04-13,1064,6,5.0
1998-11-30,600,4,1.0
1998-11-08,413,9,2.0
1997-10-19,461,14,5.0
1998-07-06,578,11,1.0
1998-03-27,1183,2,5.0
1997-07-11,132,14,5.0
1998-07-22,1426,2,2.0
1998-10-26,754,1,4.0
1998-02-19,184,8,2.0
1997-05-20,231,5,4.0
1997-02-07,1508,6,4.0
1997-04-11,556,3,3.0
1998-03-21,231,10,1.0
1998-06-17,1452,22,5.0
1998-11-13,231,3,3.0
1998-10-12,621,18,4.0
1999-01-12,764,12,4.0
1998-03-20,198,4,1.0
1998-04-20,864,18,4.0
1997-05-07,877,5,3.0
1998-11-09,1298,9,5.0
1998-05-19,54,17,5.0
1997-06-28,1305,4,3.0
1998-12-09,502,4,5.0
1998-09-29,802,24,3.0
1997-11-15,680,15,3.0
1998-08-11,223,10,4.0
1998-01-15,1016,3,2.0
1997-05-18,578,5,5.0
1998-12-08,198,6,4.0
1998-10-01,231,8,3.0
1998-10-29,883,5,1.0
1997-11-02,80,1,1.0
1998-09-01,972,18,3.0
1998-05-17,894,19,5.0
1997-09-15,535,14,4.0
1997-09-06,246,7,4.0
1997-12-15,675,4,5.0
1997-08-16,1016,14,1.0
1997-12-02,1144,7,3.0
1998-03-28,1553,8,5.0
1998-12-07,1429,14,5.0
1998-01-30,754,2,3.0
,1105,8,1.0
1998-09-11,120,9,2.0
1997-12-14,559,3,5.0
1997-12-08,905,11,4.0
1997-08-04,116,11,3.0
1998-10-07,1139,8,5.0
1998-07-21,625,17,3.0
1997-12-18,666,11,5.0
1997-12-01,581,1,3.0
1998-03-23,1426,14,5.0
1998-10-21,64,17,5.0
1999-01-23,67,12,3.0
1997-05-02,1250,4,1.0
1998-12-04,149,4,5.0
1998-09-08,994,5,1.0
1997-07-02,246,3,1.0
1998-03-07,229,23,3.0
1998-07-09,995,17,1.0
1998-12-23,300,5,5.0
1998-12-29,208,14,1.0
1998-08-08,876,4,2.0
1998-05-19,965,22,4.0
1997-05-05,556,9,2.0
1998-11-29,321,2,5.0
1998-10-24,490,5,1.0
1997-09-20,352,5,5.0
1999-01-17,578,15,4.0
1997-12-20,1209,18,5.0
1998-08-25,102,7,3.0
1999-01-08,802,6,1.0
1998-05-24,32,18,5.0
1998-01-04,231,9,5.0
1998-12-24,295,22,5.0
1998-06-02,1380,3,4.0
1998-01-26,464,10,1.0
1998-09-24,7,3,3.0
1997-09-18,934,14,1.0
,231,19,3.0
1997-05-27,496,3,5.0
1997-06-25,182,14,4.0
1998-07-04,754,7,5.0
1998-03-21,807,12,2.0
1998-08-26,1492,4,5.0
1998-02-28,480,11,5.0
1999-01-10,1394,3,4.0
1998-03-29,556,13,3.0
1998-03-27,789,8,4.0
1997-07-21,1406,6,5.0
1998-01-19,287,14,2.0
1998-09-28,974,14,3.0
1998-03-28,490,23,2.0
1998-11-08,287,3,2.0
1998-08-20,1318,23,3.0
1999-01-16,754,22,1.0
1998-02-04,491,11,1.0
1998-04-04,986,11,3.0
1997-03-25,1390,14,4.0
1998-03-19,1359,7,2.0
1998-08-15,822,11,1.0
1997-11-15,1324,2,5.0
1998-12-12,287,23,5.0
1998-01-14,807,11,2.0
1999-01-26,1426,18,1.0
1997-12-18,1293,10,1.0
1998-12-10,1224,19,4.0
1998-10-09,231,11,1.0
1998-05-06,487,3,3.0
1998-04-21,325,5,2.0
1998-02-18,1172,13,3.0
1999-01-26,457,17,3.0
1997-08-23,854,6,4.0
1998-10-18,315,21,5.0
1998-11-15,177,12,2.0
,789,14,5.0
1998-07-31,840,3,1.0
1998-04-19,670,11,4.0
1998-11-18,680,5,1.0
1997-09-08,504,13,1.0
1998-06-03,639,9,4.0
1998-09-10,1293,5,1.0
1998-10-22,383,6,2.0
1998-11-29,1100,10,1.0
1998-01-28,556,3,3.0
1998-10-02,994,20,5.0
1998-08-20,1153,9,1.0
1998-07-29,1064,9,3.0
1997-06-07,642,14,5.0
1997-05-16,904,5,3.0
1998-03-23,48,19,1.0
1997-05-04,295,10,3.0
1999-01-15,176,3,3.0
1998-11-19,48,11,5.0
1998-08-03,1323,12,3.0
1998-05-31,1363,5,4.0
1999-01-19,563,8,2.0
1997-07-19,1177,10,2.0
1998-05-16,901,14,5.0
1998-11-08,111,9,2.0
1997-04-20,1153,2,2.0
1997-12-29,280,15,5.0
1997-06-17,81,13,4.0
1999-01-22,264,12,4.0
1998-07-27,1148,14,2.0
1998-06-15,116,17,4.0
1998-06-21,578,1,3.0
1998-07-23,791,14,5.0
1997-01-10,1426,3,1.0
1998-01-11,62,5,2.0
1998-10-07,1295,3,4.0
1998-07-04,212,18,2.0
1997-08-12,830,11,3.0
1997-04-11,20,4,1.0
1997-04-20,732,8,4.0
1998-04-16,754,12,2.0
1998-05-10,1224,2,5.0
1998-10-27,1064,12,5.0
1998-09-09,158,19,5.0
1998-06-13,553,7,3.0
1998-07-23,51,9,2.0
1997-07-31,588,14,2.0
1997-04-07,191,1,3.0
1998-11-27,1426,11,5.0
1998-05-13,1400,9,2.0
1998-11-30,1214,7,2.0
1997-01-21,295,15,2.0
1997-09-27,428,14,2.0
1998-08-06,888,10,1.0
1998-10-05,185,15,5.0
1998-05-16,1486,11,1.0
1998-08-13,1536,17,3.0
1997-03-12,179,11,3.0
1997-03-09,1065,10,3.0
1998-12-23,1139,6,1.0
1997-11-14,20,5,1.0
1998-01-31,641,3,4.0
1998-11-13,556,6,5.0
1997-09-17,956,18,4.0
1998-07-17,1100,8,2.0
1998-03-31,507,10,2.0
1998-06-23,366,18,4.0
1997-08-04,1379,4,3.0
1998-10-25,1111,11,4.0
1998-05-23,647,15,5.0
1998-03-16,1220,4,3.0
1998-06-17,54,5,1.0
1997-10-03,1139,11,5.0
1998-07-23,556,13,3.0
1997-11-23,1212,2,4.0
1998-03-27,1292,23,3.0
1998-02-05,1230,3,3.0
1997-09-27,1541,6,1.0
1998-08-14,703,18,2.0
1998-07-17,355,4,5.0
1998-11-30,198,11,4.0
1999-01-14,535,8,3.0
1998-01-09,1232,4,5.0
1997-07-30,366,2,4.0
1998-11-28,54,1,4.0
1998-05-17,383,24,3.0
1999-01-07,382,3,1.0
1998-04-01,1452,5,2.0
1998-06-01,467,24,4.0
1998-12-29,1542,24,4.0
1998-04-16,1475,9,4.0
1998-03-15,299,2,1.0
1998-05-15,48,10,1.0
1998-12-30,856,23,5.0
1997-09-23,325,9,2.0
1997-08-26,672,4,2.0
1998-09-12,1383,5,3.0
1999-01-07,215,1,1.0
1997-10-04,1273,9,1.0
1997-11-12,1342,11,4.0
,414,11,3.0
1998-07-03,355,7,2.0
1998-10-07,1260,14,5.0
1998-06-04,231,3,1.0
1997-07-12,652,8,1.0
1999-01-17,1064,2,4.0
1998-02-23,537,4,3.0
1997-09-23,231,6,2.0
1998-12-18,1552,5,5.0
,231,3,3.0
1998-04-24,1089,18,2.0
1997-10-25,1212,12,4.0
1998-07-25,231,14,2.0
1998-03-14,1290,2,1.0
1999-01-04,547,6,3.0
1998-05-25,1172,5,5.0
1998-09-26,535,14,2.0
1997-11-08,982,10,1.0
1997-01-28,578,2,2.0
1998-11-27,238,14,2.0
1998-10-25,1005,3,3.0
1998-12-18,457,14,2.0
1998-07-03,1397,2,1.0
1998-02-22,1426,22,3.0
1998-08-24,149,6,4.0
1998-10-21,965,8,4.0
1998-01-17,704,5,5.0
1998-07-16,1553,7,4.0
1997-11-21,691,7,4.0
1998-03-30,287,5,1.0
1998-09-14,1273,18,2.0
1999-01-23,592,10,1.0
