transaction_date,stock_date,product_id,customer_id,store_id,quantity
1997/03/15,08 Mar 1997,1444,7366.0,2,2.0
1997/01/23,1997/01/17,754,5081.0,15,2.0
07/13/1997,09 Jul 1997,295,8007.0,10,4.0
05-05-1997,1997/05/03,611,6723.0,5,4.0
12/03/1997,11/29/1997,287,9122.0,18,3.0
1997/05/03,1997/04/29,809,5391.0,10,2.0
1997/12/10,05 Dec 1997,876,10217.0,7,4.0
1997/07/28,21 Jul 1997,1250,2725.0,10,3.0
21-11-1997,14-11-1997,754,9678.0,7,1.0
11-07-1997,05-07-1997,1145,9272.0,14,3.0
1997-10-16,11-10-1997,93,5624.0,4,3.0
26-12-1997,12/16/1997,1225,6862.0,5,3.0
1997-03-25,21 Mar 1997,426,4963.0,11,4.0
01 May 1997,30 Apr 1997,703,4963.0,11,1.0
02-08-1997,1997/07/27,556,8386.0,4,3.0
06/15/1997,11-06-1997,348,676.0,8,3.0
12-11-1997,11/05/1997,1426,,5,3.0
12/12/1997,12/08/1997,845,3746.0,5,1.0
1997/08/22,1997/08/16,332,10097.0,18,1.0
12 Mar 1997,03/10/1997,750,3566.0,14,2.0
1997-06-15,06/11/1997,556,1413.0,1,2.0
1997/05/20,10 May 1997,266,4677.0,11,5.0
09/18/1997,1997/09/12,450,8187.0,11,3.0
1997-04-29,19 Apr 1997,278,,10,1.0
18-02-1997,02/13/1997,717,8537.0,3,2.0
31 Jul 1997,07/28/1997,762,5081.0,11,2.0
1997-05-09,1997/05/06,1192,1902.0,5,3.0
26-07-1997,19 Jul 1997,1172,2219.0,14,6.0
04 Jun 1997,05/26/1997,709,8537.0,7,4.0
03-11-1997,31-10-1997,1380,2006.0,7,4.0
1997-05-01,22 Apr 1997,890,5165.0,8,3.0
22-10-1997,19-10-1997,464,2723.0,20,2.0
1997/03/05,1997/02/26,1295,,8,3.0
1997/11/07,03-11-1997,778,4042.0,7,4.0
1997/12/31,28-12-1997,1139,9770.0,13,4.0
1997/05/10,1997-05-02,1359,5391.0,13,4.0
1997-12-31,29 Dec 1997,923,6400.0,22,2.0
09/09/1997,07 Sep 1997,215,830.0,9,5.0
21 Aug 1997,08/18/1997,1492,2312.0,11,4.0
30 Apr 1997,04/25/1997,530,4959.0,14,3.0
1997-09-28,23-09-1997,1177,4989.0,15,1.0
09-07-1997,1997-07-03,287,385.0,9,3.0
29-08-1997,1997-08-28,878,7111.0,10,3.0
20-07-1997,17-07-1997,624,8286.0,5,2.0
07-11-1997,11/01/1997,1378,4677.0,7,
06-08-1997,1997-08-05,231,7650.0,10,3.0
31 May 1997,25-05-1997,1517,2485.0,14,3.0
25-05-1997,17 May 1997,1520,1396.0,12,
1997/08/17,08/08/1997,176,6380.0,7,3.0
1997/12/23,19 Dec 1997,900,2734.0,3,4.0
27-02-1997,19 Feb 1997,1058,2687.0,8,1.0
1997-01-12,1997-01-04,313,8905.0,11,6.0
1997-07-10,02-07-1997,1034,2545.0,4,2.0
31 Mar 1997,03/23/1997,835,3746.0,14,4.0
08 Dec 1997,06-12-1997,939,2500.0,3,3.0
20 Aug 1997,1997/08/10,141,8953.0,13,5.0
1997-11-17,16-11-1997,48,1413.0,20,3.0
16 Nov 1997,1997-11-10,843,9417.0,2,1.0
01/07/1997,1997/01/03,1020,7938.0,10,4.0
1997/12/02,26-11-1997,1161,1117.0,10,5.0
1997/07/02,22-06-1997,563,5787.0,14,4.0
18 Apr 1997,17-04-1997,879,2545.0,11,2.0
11/29/1997,11/22/1997,355,3964.0,1,2.0
11/20/1997,15 Nov 1997,582,9345.0,4,3.0
29-11-1997,11/19/1997,220,3751.0,17,2.0
1997/12/03,1997-11-29,1558,7378.0,10,2.0
21-12-1997,12/19/1997,296,5624.0,14,5.0
04/30/1997,1997/04/27,1139,,12,2.0
04/25/1997,04/21/1997,1348,8537.0,11,3.0
,27-01-1997,82,7073.0,8,1.0
30-10-1997,10/25/1997,1184,,13,5.0
1997/06/14,1997-06-08,1224,6862.0,14,4.0
1997/09/27,1997-09-23,1105,5644.0,18,1.0
11/12/1997,10-11-1997,231,,14,2.0
30 Apr 1997,04/25/1997,82,2687.0,11,1.0
30-12-1997,1997-12-24,807,4247.0,2,2.0
1997-08-30,1997/08/25,1348,6907.0,18,3.0
04-12-1997,11/28/1997,692,3151.0,5,
1997/08/02,1997/07/23,1210,627.0,13,1.0
12/09/1997,02-12-1997,1312,2734.0,3,1.0
1997/07/23,07/20/1997,556,2734.0,6,1.0
11/14/1997,10-11-1997,149,2500.0,10,1.0
1997/06/15,1997-06-14,174,6755.0,3,1.0
1997/01/01,1996/12/30,1090,8750.0,14,3.0
20-10-1997,1997/10/16,1280,6571.0,5,5.0
1997-03-05,03-03-1997,448,7696.0,11,1.0
1997-12-18,17 Dec 1997,130,9678.0,3,4.0
1997-08-19,1997/08/17,858,5632.0,3,3.0
09-06-1997,1997-06-03,720,,8,2.0
1997/11/05,11/04/1997,1548,986.0,12,5.0
1997/12/19,12/16/1997,48,6945.0,11,2.0
1997/06/25,1997-06-16,638,7858.0,11,1.0
10 Oct 1997,1997-10-02,562,9678.0,13,3.0
1997/07/02,28 Jun 1997,231,7525.0,8,2.0
08-03-1997,1997-03-04,198,4963.0,1,2.0
27 Mar 1997,17-03-1997,556,1864.0,4,3.0
25-11-1997,1997-11-19,1421,2573.0,5,4.0
1997/07/13,07-07-1997,43,3415.0,16,4.0
1997-06-05,26 May 1997,477,3922.0,11,2.0
27 May 1997,1997-05-17,231,7525.0,4,4.0
1997-06-05,26 May 1997,1397,2873.0,17,1.0
15 May 1997,05/09/1997,467,2687.0,2,2.0
11/09/1997,1997-11-04,1184,2427.0,10,2.0
10/11/1997,10/01/1997,215,4742.0,7,2.0
1997-08-30,1997/08/27,231,9826.0,12,5.0
1997/11/10,03 Nov 1997,535,7795.0,6,1.0
03/04/1997,1997/02/27,1429,2367.0,3,2.0
1997/11/21,12-11-1997,6,2324.0,12,3.0
25 Apr 1997,1997-04-15,703,7997.0,5,2.0
03/04/1997,26 Feb 1997,758,9417.0,6,3.0
04 Aug 1997,08/01/1997,843,969.0,14,6.0
10-06-1997,,116,8173.0,3,1.0
15-10-1997,1997-10-11,231,676.0,18,4.0
10/31/1997,1997/10/25,1139,9678.0,4,2.0
1997/11/23,1997-11-19,902,3946.0,5,1.0
1997/03/31,03/26/1997,1318,7335.0,13,1.0
1997/09/23,1997/09/21,636,9678.0,7,2.0
06/03/1997,24-05-1997,667,2305.0,14,3.0
1997/09/27,1997/09/24,920,8387.0,7,3.0
21-10-1997,1997-10-20,578,5624.0,12,1.0
1997-11-17,1997/11/15,507,9678.0,13,2.0
1997/07/05,1997-06-26,907,4279.0,14,2.0
1997-07-28,07/24/1997,494,2500.0,14,5.0
08/20/1997,08/11/1997,252,3043.0,4,4.0
1997-08-10,1997/08/04,300,10128.0,3,4.0
14-11-1997,08-11-1997,1342,8387.0,8,1.0
1997/06/01,29 May 1997,901,9678.0,11,4.0
11/24/1997,11/17/1997,1560,,9,3.0
21 Mar 1997,20 Mar 1997,865,9678.0,5,2.0
18-10-1997,1997-10-16,80,7470.0,11,4.0
1997/10/21,18-10-1997,1321,7619.0,11,4.0
1997-08-29,25-08-1997,13,4190.0,18,2.0
1997/05/01,1997-04-30,901,8130.0,11,1.0
1997/09/03,24-08-1997,1385,1273.0,5,3.0
1997/04/12,04/09/1997,692,6571.0,2,5.0
1997-01-29,01/28/1997,1195,3964.0,8,5.0
11/03/1997,27-10-1997,1380,3041.0,12,1.0
26 Jun 1997,1997-06-20,212,9224.0,11,5.0
1997-04-24,1997/04/22,231,6264.0,7,1.0
17 Oct 1997,1997-10-10,813,6236.0,19,2.0
06/11/1997,06/10/1997,1257,6.0,5,1.0
21 Aug 1997,08/19/1997,1452,2734.0,14,4.0
1997-05-22,1997-05-20,965,5805.0,9,3.0
03/15/1997,1997-03-08,215,7091.0,3,2.0
,13-04-1997,1139,2168.0,11,3.0
1997-05-10,1997/05/07,231,6862.0,12,3.0
30-07-1997,1997-07-27,184,4677.0,14,4.0
1997/09/20,16 Sep 1997,182,9678.0,18,2.0
1997/12/23,12/19/1997,82,10133.0,13,4.0
28 Aug 1997,1997-08-23,754,9122.0,14,3.0
23-12-1997,22 Dec 1997,767,1413.0,11,2.0
03/26/1997,1997/03/17,1464,3256.0,9,1.0
17 Feb 1997,15 Feb 1997,231,2969.0,5,6.0
1997/02/26,1997/02/19,202,1413.0,3,4.0
1997/06/24,1997/06/18,1415,9159.0,9,3.0
1997-06-14,1997-06-07,1355,9029.0,5,3.0
1997/11/10,1997-11-03,300,2873.0,11,3.0
1997/01/18,01/17/1997,1426,8752.0,5,4.0
1997/08/29,1997/08/19,999,1413.0,18,2.0
25-12-1997,21-12-1997,507,3434.0,5,6.0
04-06-1997,1997-06-02,278,4381.0,3,2.0
08/06/1997,1997/07/27,48,2485.0,9,18.0
09-09-1997,1997/08/30,121,212.0,13,3.0
06 Sep 1997,28 Aug 1997,1063,313.0,4,3.0
08/11/1997,1997/08/01,246,1413.0,9,2.0
1997/06/28,1997/06/20,321,8459.0,14,1.0
1997/06/20,14 Jun 1997,1172,4959.0,7,1.0
09 Mar 1997,06-03-1997,168,3765.0,4,1.0
1997-11-11,11/09/1997,1244,5304.0,20,2.0
11-12-1997,12/04/1997,215,3393.0,3,1.0
25-03-1997,22 Mar 1997,799,8106.0,3,3.0
1997-03-21,03/13/1997,1172,9146.0,1,1.0
12/30/1997,12/24/1997,1292,3104.0,14,1.0
03 Jan 1997,24-12-1996,1015,,7,1.0
11/22/1997,17 Nov 1997,443,2075.0,7,2.0
21 Dec 1997,1997-12-20,865,1859.0,5,2.0
27-10-1997,19 Oct 1997,1172,6526.0,11,1.0
30-04-1997,1997-04-24,299,9026.0,13,2.0
11/06/1997,1997/10/29,994,9522.0,11,2.0
09/05/1997,26-08-1997,1219,9605.0,11,4.0
1997/10/19,1997/10/10,1452,6537.0,3,4.0
1997-07-23,19-07-1997,1139,2138.0,15,3.0
05/18/1997,1997-05-11,845,3927.0,4,2.0
14 Dec 1997,1997-12-12,48,5637.0,11,2.0
18-08-1997,1997-08-09,169,4963.0,18,2.0
1997/06/03,06/01/1997,1295,6312.0,9,3.0
1997/04/02,1997/03/24,191,9417.0,14,3.0
1997-09-30,25 Sep 1997,350,5533.0,3,2.0
04-03-1997,28-02-1997,1397,3722.0,9,2.0
26 Aug 1997,16-08-1997,1196,8697.0,10,4.0
08/05/1997,1997-07-27,494,3196.0,12,1.0
25 Dec 1997,12/20/1997,953,8897.0,4,2.0
1997-11-17,16-11-1997,754,2219.0,3,2.0
1997-05-30,05/25/1997,556,1413.0,4,3.0
17 Jul 1997,11 Jul 1997,117,7073.0,4,1.0
1997-12-27,12/17/1997,962,4677.0,18,3.0
11/19/1997,09 Nov 1997,1426,9160.0,15,2.0
02/21/1997,1997-02-17,1380,2115.0,9,7.0
1997-10-16,14 Oct 1997,1105,7650.0,1,4.0
07 Nov 1997,10/28/1997,464,1881.0,13,1.0
1997/12/31,29 Dec 1997,636,8024.0,3,4.0
15-11-1997,13-11-1997,602,8961.0,14,1.0
1997/12/16,1997-12-07,1104,7378.0,11,3.0
1997-12-22,12/14/1997,287,1679.0,3,2.0
17 Mar 1997,09-03-1997,1153,2786.0,8,1.0
13-12-1997,09-12-1997,717,10181.0,7,2.0
1997/01/18,13-01-1997,149,7367.0,13,3.0
10/01/1997,29 Sep 1997,20,3869.0,6,2.0
1997-11-24,20 Nov 1997,751,7378.0,6,4.0
1997-06-22,13-06-1997,262,,9,3.0
1997-11-26,1997/11/17,1172,1777.0,19,2.0
1997/09/27,1997/09/19,231,7782.0,12,4.0
20-09-1997,18-09-1997,1253,2715.0,12,2.0
28 Aug 1997,1997-08-23,231,9224.0,12,1.0
03/18/1997,1997-03-13,246,7804.0,15,2.0
12/25/1997,1997-12-16,1382,5914.0,5,2.0
04 Oct 1997,30-09-1997,172,9182.0,11,3.0
1997-11-26,1997/11/20,383,3224.0,1,4.0
06/01/1997,26-05-1997,33,7056.0,11,1.0
1997-03-16,03/09/1997,1074,2006.0,3,5.0
04 Oct 1997,29-09-1997,1295,3080.0,13,14.0
1997/04/13,1997-04-06,1465,3964.0,11,3.0
10/30/1997,1997/10/25,1452,8546.0,9,4.0
1997-09-07,1997-09-06,204,1881.0,4,2.0
08 Dec 1997,04 Dec 1997,82,9678.0,3,1.0
,1997-12-03,774,7650.0,9,2.0
03 Jun 1997,25-05-1997,1295,9817.0,9,3.0
27-04-1997,24-04-1997,764,2786.0,14,3.0
01/17/1997,1997-01-10,198,7065.0,3,2.0
1997/08/08,08/06/1997,994,2349.0,6,2.0
1997/01/08,12/31/1996,1288,7650.0,11,4.0
1997/07/26,07/24/1997,215,1273.0,10,5.0
06/02/1997,1997-05-24,556,2138.0,5,3.0
1997/05/29,1997-05-20,231,6236.0,11,2.0
29-11-1997,11/22/1997,85,313.0,7,5.0
1997-10-31,1997/10/23,184,7764.0,5,4.0
26-09-1997,16 Sep 1997,48,8387.0,5,2.0
06-07-1997,1997-06-28,1465,7150.0,14,3.0
22 Aug 1997,19-08-1997,951,6463.0,17,2.0
02-09-1997,1997/08/31,835,7650.0,9,1.0
1997/05/20,19 May 1997,515,170.0,6,3.0
14 Nov 1997,1997/11/08,177,4014.0,3,4.0
1997/03/03,25-02-1997,272,6537.0,14,2.0
1997/02/23,21-02-1997,1467,2168.0,9,4.0
1997-01-23,16-01-1997,368,9678.0,3,2.0
10 Dec 1997,05 Dec 1997,850,10164.0,8,5.0
1997/05/15,1997-05-14,1327,2734.0,2,1.0
13-02-1997,12 Feb 1997,1415,6840.0,11,1.0
10-09-1997,01 Sep 1997,399,8663.0,3,1.0
1997-09-16,1997-09-15,1151,9678.0,11,2.0
1997/04/11,1997/04/03,231,4959.0,8,1.0
25-12-1997,18 Dec 1997,1163,8752.0,1,3.0
20-04-1997,04/11/1997,1335,3993.0,14,3.0
01 Jul 1997,1997/06/27,873,1534.0,13,3.0
1997-08-20,13-08-1997,1177,8663.0,6,2.0
29-09-1997,19-09-1997,359,9678.0,9,3.0
22 Jun 1997,18 Jun 1997,312,1679.0,3,2.0
04-04-1997,1997/03/30,1393,2687.0,12,2.0
03-07-1997,1997/07/02,1484,1992.0,14,3.0
11-07-1997,1997/07/04,679,2775.0,3,4.0
1997-10-04,02 Oct 1997,1266,7485.0,8,5.0
17-12-1997,1997/12/14,1220,2367.0,21,3.0
20 Dec 1997,19 Dec 1997,300,4269.0,1,1.0
1997-12-22,12/21/1997,864,8386.0,11,2.0
14 Jul 1997,09 Jul 1997,151,9678.0,11,2.0
12-04-1997,1997/04/03,681,2786.0,2,2.0
08/09/1997,1997/08/08,754,5086.0,4,1.0
30 May 1997,1997/05/29,464,6562.0,5,1.0
1997-07-22,12 Jul 1997,1443,1179.0,13,2.0
30-08-1997,23-08-1997,1293,1907.0,3,10.0
10/20/1997,15-10-1997,837,5894.0,8,1.0
1997-08-28,19-08-1997,1247,7366.0,5,3.0
,1997-05-17,120,4659.0,9,4.0
12/30/1997,1997/12/22,321,3472.0,8,2.0
06/08/1997,06/07/1997,1137,2078.0,3,5.0
1997-12-28,23 Dec 1997,1304,8820.0,11,2.0
1997/04/24,1997/04/23,202,8926.0,9,3.0
1997/04/22,1997/04/20,901,1525.0,4,1.0
13-11-1997,1997-11-12,65,2734.0,7,4.0
1997-05-23,1997/05/19,1452,,13,2.0
01/11/1997,1997-01-09,1348,2084.0,11,2.0
1997/06/19,1997/06/17,1465,6862.0,3,2.0
12/26/1997,1997-12-19,759,2062.0,18,1.0
20 Jan 1997,1997/01/11,118,2990.0,11,2.0
1997-06-10,1997-06-09,1304,7432.0,1,11.0
1997/08/04,28 Jul 1997,1457,6512.0,13,5.0
10 Sep 1997,1997/08/31,76,6571.0,5,4.0
1997-05-04,04/30/1997,1539,23.0,9,1.0
01-11-1997,1997/10/27,1172,4245.0,6,3.0
1997-09-30,25 Sep 1997,958,9511.0,5,4.0
12/05/1997,1997-11-27,477,2021.0,20,2.0
1997/12/23,1997/12/21,625,3089.0,10,3.0
1997/07/02,23-06-1997,1120,3802.0,11,4.0
1997-03-07,02-03-1997,864,4307.0,3,2.0
30 Mar 1997,23 Mar 1997,556,676.0,2,1.0
10/15/1997,06-10-1997,20,4014.0,9,3.0
07/10/1997,05 Jul 1997,976,3920.0,13,5.0
1997-08-11,08/05/1997,982,4148.0,14,3.0
12/30/1997,24 Dec 1997,538,1413.0,3,2.0
04 Nov 1997,10/28/1997,802,5624.0,4,3.0
1997-05-07,04/27/1997,802,4116.0,1,1.0
1997/12/26,17-12-1997,864,6771.0,14,3.0
24-05-1997,23 May 1997,1293,9473.0,8,3.0
01 Nov 1997,25 Oct 1997,151,10224.0,12,2.0
06/12/1997,03-06-1997,754,5133.0,12,3.0
1997-10-20,1997-10-14,563,1679.0,11,3.0
1997-07-18,11 Jul 1997,901,4175.0,10,3.0
1997-07-19,07/17/1997,754,5271.0,2,3.0
13-06-1997,1997/06/11,611,4016.0,12,3.0
04-08-1997,25-07-1997,1153,,7,2.0
26 Dec 1997,1997/12/24,1382,2500.0,8,2.0
31 Mar 1997,03/23/1997,864,8661.0,9,
29 Nov 1997,23-11-1997,246,6589.0,19,2.0
1997-01-08,1997-01-02,825,,3,4.0
1997/04/04,25-03-1997,1000,2557.0,2,7.0
02-12-1997,,1380,9494.0,1,2.0
12/11/1997,07 Dec 1997,1104,1499.0,14,3.0
1997/05/31,1997/05/22,1139,5632.0,4,10.0
1997-04-14,13 Apr 1997,450,,11,3.0
1997/10/14,1997/10/04,1133,4514.0,4,3.0
11 Nov 1997,10 Nov 1997,116,1451.0,13,4.0
1997-02-28,23 Feb 1997,295,,5,2.0
1997/08/12,05 Aug 1997,54,9181.0,18,3.0
1997-03-29,1997/03/25,681,2312.0,8,6.0
1997/08/26,1997/08/24,115,9678.0,15,3.0
01 Nov 1997,1997-10-30,699,6380.0,15,1.0
16 May 1997,1997-05-06,578,5744.0,2,6.0
29-11-1997,11/27/1997,1066,1206.0,10,2.0
25-02-1997,02/16/1997,432,1499.0,14,5.0
1997/04/04,30 Mar 1997,48,9417.0,14,12.0
1997-01-12,01/11/1997,1172,2687.0,14,
1997/12/23,19 Dec 1997,1006,7381.0,3,3.0
08/07/1997,1997-08-01,734,7288.0,2,3.0
13 Nov 1997,1997-11-12,917,5624.0,15,1.0
14 Nov 1997,11-11-1997,132,9981.0,2,2.0
09/26/1997,22-09-1997,1293,3746.0,4,4.0
11/14/1997,11/08/1997,85,520.0,1,4.0
16 Jun 1997,1997/06/08,1139,9678.0,15,2.0
05/27/1997,1997/05/21,295,2348.0,2,3.0
10 Nov 1997,09 Nov 1997,1215,4928.0,3,1.0
06/06/1997,27 May 1997,479,5608.0,3,1.0
1997-05-14,1997/05/04,769,445.0,14,1.0
1997-10-23,1997-10-14,1151,4870.0,15,3.0
1997/05/17,11-05-1997,754,3277.0,5,4.0
11 Nov 1997,11/04/1997,843,2786.0,14,7.0
1997-12-23,1997-12-18,1318,3528.0,3,2.0
08 Apr 1997,02-04-1997,364,7250.0,3,2.0
1997/04/13,03-04-1997,32,6103.0,4,3.0
1997/06/09,31 May 1997,35,486.0,8,3.0
09-01-1997,02-01-1997,1553,1413.0,7,2.0
02 Mar 1997,1997-02-25,262,6231.0,5,3.0
1997/05/24,1997/05/14,994,4838.0,1,2.0
25-09-1997,24 Sep 1997,479,7502.0,18,2.0
06 Nov 1997,1997-10-28,1105,1717.0,4,2.0
18-09-1997,14 Sep 1997,48,6512.0,8,4.0
1997-09-20,1997-09-15,1224,5296.0,7,39.0
1997/11/09,05 Nov 1997,226,8226.0,11,2.0
26-05-1997,1997-05-19,231,2301.0,3,6.0
1997-09-02,1997/08/25,1426,8387.0,2,2.0
29 Nov 1997,25 Nov 1997,661,8387.0,7,4.0
06-03-1997,27-02-1997,1349,8683.0,14,2.0
19 Sep 1997,09/10/1997,994,7164.0,18,1.0
14 Jul 1997,06-07-1997,1331,107.0,6,3.0
1997/07/15,07 Jul 1997,399,3902.0,9,2.0
24 Jul 1997,16 Jul 1997,231,6763.0,11,1.0
30-06-1997,1997/06/22,864,,3,1.0
22 Oct 1997,21-10-1997,563,10217.0,3,3.0
1997-05-29,1997/05/22,20,2208.0,4,4.0
25-04-1997,15 Apr 1997,555,8926.0,8,5.0
1997-08-02,29 Jul 1997,1288,4175.0,7,1.0
1997-11-10,03-11-1997,64,9678.0,7,1.0
11/21/1997,15-11-1997,802,8488.0,7,1.0
1997-04-18,04/08/1997,1452,8388.0,11,4.0
17-06-1997,06/07/1997,562,6034.0,11,2.0
28 Apr 1997,25-04-1997,1546,2786.0,14,3.0
04 Jan 1997,27 Dec 1996,1153,2786.0,8,1.0
1997-05-22,1997-05-16,295,2208.0,11,4.0
05-05-1997,04/29/1997,20,6.0,4,2.0
1997/11/30,24-11-1997,703,10157.0,14,3.0
18 Apr 1997,1997/04/11,1151,2427.0,8,1.0
31-12-1997,25-12-1997,564,5165.0,22,5.0
1997/02/18,13-02-1997,1165,7482.0,2,2.0
01-01-1997,1996/12/26,19,1270.0,5,3.0
1997/11/07,1997/11/04,691,,1,4.0
24 Apr 1997,1997/04/18,1483,5945.0,11,3.0
03/29/1997,03/19/1997,905,445.0,9,2.0
1997/12/18,1997/12/16,1457,1386.0,18,3.0
12/08/1997,1997-12-04,1153,8173.0,7,2.0
21-05-1997,15 May 1997,6,9417.0,6,3.0
07/10/1997,02-07-1997,809,3340.0,2,3.0
03-04-1997,1997-03-30,1105,7602.0,9,1.0
09/25/1997,1997-09-21,244,1881.0,13,1.0
1997/12/30,1997-12-26,1212,2234.0,9,4.0
1997-02-14,1997/02/09,536,7253.0,11,2.0
05 Jan 1997,1997/01/03,231,213.0,7,3.0
01/15/1997,1997-01-05,147,7685.0,10,1.0
09/24/1997,09/19/1997,840,9678.0,18,2.0
05-06-1997,04-06-1997,966,3035.0,3,2.0
1997-12-25,23-12-1997,843,2301.0,3,4.0
1997/12/08,04-12-1997,1304,2349.0,2,2.0
1997-03-14,1997-03-04,177,2342.0,10,1.0
26 Dec 1997,23-12-1997,622,7480.0,3,2.0
12/05/1997,11/25/1997,704,401.0,6,3.0
04 Jul 1997,1997-06-26,149,1413.0,10,2.0
09/18/1997,09/15/1997,467,6258.0,18,2.0
1997/08/22,1997/08/12,248,8387.0,8,4.0
20 Aug 1997,13-08-1997,735,6575.0,12,2.0
03/27/1997,24 Mar 1997,399,4550.0,15,5.0
01-12-1997,1997-11-30,578,2039.0,8,1.0
13-02-1997,02/11/1997,1492,9678.0,6,2.0
1997/11/26,11/21/1997,672,9345.0,20,1.0
15-01-1997,08 Jan 1997,583,8387.0,11,1.0
1997-10-27,1997/10/22,1089,5861.0,5,4.0
1997-12-02,1997-12-01,246,4963.0,9,3.0
10-12-1997,1997/12/09,592,1499.0,3,2.0
1997-09-09,31-08-1997,672,9376.0,14,3.0
1997/03/13,09-03-1997,573,3927.0,11,
18 Jul 1997,1997/07/11,1263,7034.0,11,1.0
05/19/1997,05/15/1997,556,544.0,5,4.0
1997/12/31,1997-12-30,399,10203.0,6,4.0
22-01-1997,21-01-1997,941,1400.0,14,5.0
1997-08-27,1997/08/18,1077,8387.0,18,4.0
1997-05-13,1997-05-11,1429,9160.0,12,4.0
05/06/1997,1997-04-29,877,925.0,11,1.0
