return_date,product_id,store_id,quantity
1997-03-29,1304,2,3.0
1998/06/23,1131,5,4.0
1997/11/27,1457,4,1.0
05/19/1998,785,2,5.0
04/09/1997,198,9,2.0
1998-04-14,215,12,1.0
21 Oct 1998,869,15,1.0
13-06-1998,231,10,3.0
06 Sep 1997,487,10,4.0
1997-05-21,382,5,3.0
27 May 1998,564,18,2.0
1998/11/01,1546,18,1.0
19 Nov 1998,1509,2,3.0
04-02-1999,564,14,1.0
21-08-1998,1528,11,2.0
25-06-1997,1506,1,
1998-01-12,678,11,1.0
1998-07-18,1091,23,5.0
1997/12/06,901,5,3.0
02/06/1998,231,19,1.0
22-12-1998,1316,7,5.0
08-01-1999,595,13,3.0
12/30/1998,958,10,3.0
1999/01/01,1348,14,1.0
1998-08-10,48,8,3.0
1998/08/24,1426,18,5.0
15 May 1997,231,11,4.0
01/11/1999,464,21,5.0
07/28/1997,1149,3,5.0
26-09-1997,612,10,3.0
08 Sep 1997,934,8,5.0
1998-12-11,1285,5,5.0
01-02-1999,76,3,2.0
1998/06/24,472,9,3.0
13 Sep 1998,231,2,4.0
04/01/1998,845,3,5.0
13-06-1998,1465,10,4.0
1998-05-31,231,23,2.0
05 Feb 1998,578,3,2.0
05/28/1998,965,18,4.0
16 May 1998,1382,4,5.0
12/04/1998,1382,16,2.0
17-01-1999,1224,9,4.0
10 Jun 1997,802,3,3.0
1998-12-26,231,7,1.0
26 Dec 1998,1527,7,4.0
11/21/1998,675,9,3.0
1998-07-14,51,14,2.0
1997-06-29,538,11,4.0
14 Oct 1998,809,23,4.0
1997-07-05,1139,8,4.0
31 Dec 1998,1019,20,3.0
1998/01/27,229,20,2.0
07/23/1997,680,5,2.0
1998-11-17,1151,8,1.0
1998/07/18,1422,22,4.0
11/07/1998,1521,22,5.0
1997/05/21,802,4,5.0
03-02-1998,809,18,1.0
1998-12-21,1487,10,5.0
1997/03/04,1105,4,2.0
1998/08/02,32,22,1.0
27-04-1998,719,15,5.0
1997-07-28,1172,3,3.0
1998-03-02,1293,3,1.0
1998-08-01,295,24,5.0
05-09-1998,1318,4,5.0
23 Jun 1997,464,5,1.0
03/29/1997,231,10,5.0
03/24/1998,20,6,4.0
30 Jun 1998,1053,9,1.0
01 Jul 1998,287,2,2.0
1997-09-25,1172,10,3.0
01-12-1998,807,11,3.0
24-07-1997,929,4,3.0
25 Nov 1998,220,3,2.0
1997-12-04,1089,19,4.0
1998/04/02,625,10,4.0
08/14/1998,864,22,1.0
11 Dec 1998,1415,11,4.0
1997-09-22,147,8,
10-07-1997,464,11,3.0
1997-08-22,1100,14,1.0
28 Sep 1998,346,7,3.0
20 May 1997,1064,8,2.0
07/26/1998,878,24,3.0
1998-09-18,287,23,5.0
09/20/1997,1426,11,5.0
1998-09-02,82,18,4.0
1998-04-15,958,18,1.0
1998-02-07,778,3,2.0
1998-03-27,246,13,4.0
23 Oct 1998,625,19,4.0
12 Sep 1998,879,11,4.0
1998-03-30,864,18,2.0
19-09-1998,1497,23,1.0
08/28/1997,231,2,1.0
14-11-1997,413,19,4.0
1998-03-16,767,19,4.0
1997-08-07,1477,8,1.0
10/14/1998,68,12,1.0
06/02/1997,80,7,4.0
1997/04/16,850,5,2.0
10/11/1997,754,18,2.0
1998/04/17,964,2,1.0
29 Mar 1997,230,3,5.0
13 Nov 1997,213,6,3.0
06/03/1998,228,19,4.0
1998-11-15,1459,23,5.0
01-03-1997,1104,14,3.0
09-06-1998,1105,23,2.0
21 May 1997,1089,7,1.0
11-03-1997,231,5,4.0
1998/07/12,1380,6,5.0
03/21/1998,855,6,4.0
02 Jun 1998,881,4,5.0
25-03-1998,102,9,5.0
14 Sep 1997,399,14,1.0
05/20/1998,540,23,2.0
1998-12-12,1064,18,5.0
1998-05-03,935,28,1.0
23 Jun 1997,482,15,4.0
08/25/1998,1153,21,1.0
1998/06/28,812,19,3.0
1998-08-03,785,4,5.0
30 Jun 1998,958,5,1.0
05-07-1997,1442,4,5.0
10/12/1998,864,18,5.0
28-08-1998,231,10,1.0
01 Feb 1998,315,14,4.0
08 Apr 1998,403,22,3.0
1998/09/15,64,4,4.0
1998-09-16,496,10,3.0
1997/06/30,448,6,4.0
,878,13,3.0
1998/02/08,231,4,1.0
04-07-1998,813,4,3.0
05/01/1998,349,18,4.0
06/01/1998,36,11,5.0
1998/11/13,248,12,4.0
1998-11-26,514,20,4.0
1998/09/15,622,17,5.0
1998/12/10,365,18,3.0
02-11-1998,1426,4,1.0
30-11-1998,198,22,1.0
14 Jul 1997,965,3,2.0
02/26/1998,287,13,2.0
06-04-1997,421,3,2.0
1997/11/17,563,14,2.0
1997-04-11,581,5,2.0
1997/08/25,507,4,1.0
1997/08/11,1266,14,4.0
20 Jul 1997,231,10,3.0
07 Mar 1998,515,13,3.0
13-05-1997,1128,2,2.0
08/19/1998,464,21,5.0
04/11/1997,332,1,2.0
22-12-1997,410,11,5.0
02-05-1997,20,1,5.0
1997/04/12,332,13,2.0
26-02-1998,215,4,1.0
18-01-1998,332,8,2.0
11-04-1998,818,14,3.0
1998-04-17,71,10,3.0
25-11-1998,612,23,3.0
06/05/1998,313,18,4.0
09 Aug 1998,1455,1,4.0
1998/08/30,1358,21,5.0
05/15/1998,1323,8,4.0
20-09-1998,231,5,5.0
1997/09/26,149,14,5.0
12-01-1998,1080,3,3.0
1998/06/27,1151,4,4.0
14-11-1998,151,23,5.0
23 Nov 1997,1293,7,1.0
18 Aug 1998,215,5,5.0
09-01-1998,5,9,5.0
1997/12/23,176,4,1.0
1997-03-13,206,7,4.0
1998-12-15,1394,6,5.0
12-04-1998,1161,18,5.0
06-06-1998,901,12,2.0
1998-08-20,1295,22,2.0
1998/01/10,807,4,4.0
01/23/1999,364,11,3.0
19 Sep 1998,942,11,
13 May 1998,1296,24,1.0
11/14/1998,300,20,3.0
06/03/1998,625,15,4.0
1997/07/19,59,3,5.0
1998-07-08,613,22,4.0
1997/07/14,491,11,5.0
1997-01-30,1305,14,4.0
07/21/1998,1508,22,5.0
09/21/1998,295,23,3.0
1998-09-27,581,18,4.0
1997-08-01,91,4,2.0
05/18/1998,840,11,1.0
22-09-1997,215,12,1.0
02/05/1998,245,20,3.0
05 Jun 1998,518,11,1.0
09 Jan 1998,672,11,3.0
03-12-1998,231,18,5.0
03/26/1998,1139,22,3.0
05 Jan 1999,1190,18,4.0
26-09-1998,732,10,1.0
12/29/1998,20,7,5.0
1998-01-22,845,6,5.0
22 Dec 1997,1426,9,
1998-11-27,1295,3,5.0
09/29/1997,965,4,4.0
02 Oct 1997,1167,6,5.0
27-11-1998,291,14,3.0
1998/12/25,625,11,1.0
03/05/1997,1260,3,1.0
1998/04/17,1397,3,4.0
08/30/1997,438,11,4.0
12/31/1997,831,9,5.0
1999/01/04,1220,14,4.0
29 Jul 1998,728,8,2.0
1997/02/13,754,7,5.0
1998-05-21,231,19,5.0
1997/07/19,703,7,4.0
,1426,14,2.0
1998/01/16,965,15,2.0
14 Jun 1997,980,5,5.0
18-10-1997,287,3,5.0
1997-09-22,1364,14,1.0
1997/08/12,1353,15,
09/05/1998,1536,9,3.0
24 Jul 1998,850,21,5.0
1999-01-27,478,2,5.0
07 May 1997,287,3,1.0
03/20/1997,1380,6,5.0
22 Feb 1997,1552,10,1.0
1998/01/26,1402,22,4.0
28 Jun 1997,185,4,3.0
24-12-1997,835,4,3.0
1998/05/18,1452,6,1.0
1997-09-23,735,4,5.0
1998-07-08,1552,10,2.0
1999/01/16,20,9,2.0
1998/07/15,1027,14,1.0
23-08-1998,1097,9,4.0
15 Dec 1998,1442,9,5.0
07/19/1998,741,5,3.0
11/30/1998,1260,3,3.0
09/22/1998,1457,17,2.0
1998/04/14,64,4,4.0
23-11-1998,61,3,3.0
01/04/1998,215,18,5.0
26 Nov 1998,231,23,4.0
06/13/1998,198,10,3.0
01/06/1999,754,3,1.0
18-10-1998,1390,24,1.0
1998-01-07,215,12,3.0
10-09-1997,685,9,1.0
1997/12/29,748,2,5.0
05 Jul 1997,969,3,3.0
06 Jan 1999,198,3,1.0
27-01-1999,802,14,2.0
11-12-1998,48,13,3.0
09/14/1998,85,3,1.0
21 Feb 1998,1509,14,3.0
11 Oct 1998,421,5,1.0
12/30/1998,837,3,3.0
07-01-1999,414,13,3.0
08/09/1998,246,14,3.0
22 Nov 1998,1189,14,5.0
1997-11-17,1293,14,3.0
29-08-1997,789,11,3.0
12-08-1997,262,18,2.0
09/06/1998,1467,1,2.0
10 Oct 1997,829,11,2.0
17 Apr 1997,1250,11,1.0
08/13/1998,1001,6,1.0
1998-01-23,231,18,1.0
10 Sep 1998,300,18,4.0
1997/09/20,1212,18,2.0
18 Dec 1997,672,1,5.0
23-11-1998,864,19,3.0
1998/04/09,1452,11,5.0
11 Oct 1997,754,18,1.0
1998/07/13,287,12,3.0
05/01/1998,231,17,5.0
29-03-1998,1139,21,5.0
15 Mar 1997,1172,2,4.0
05-05-1998,168,9,2.0
1998-08-26,48,11,3.0
27-04-1998,1380,5,2.0
23-07-1997,1429,2,3.0
05/18/1997,613,5,5.0
1998-03-26,215,4,5.0
23 May 1998,414,14,1.0
1998/03/27,246,1,5.0
09/17/1998,1106,18,4.0
1998/01/31,1380,8,2.0
1998-04-20,20,14,1.0
1998-03-27,802,10,2.0
1998-10-03,1147,18,1.0
10/11/1998,219,17,3.0
1998-09-06,251,9,1.0
01/08/1998,835,18,4.0
13 Dec 1998,822,7,2.0
04/09/1998,287,18,1.0
22-11-1998,246,3,2.0
20-05-1998,764,8,1.0
09/08/1997,198,3,3.0
21-09-1997,215,9,5.0
07/17/1997,1156,3,5.0
1998/03/20,168,6,
21 Sep 1997,1095,18,2.0
14 Jan 1998,1302,3,3.0
1998-09-17,754,12,4.0
1997/05/15,942,9,2.0
19 Feb 1997,182,4,1.0
1999/01/26,807,3,5.0
06-04-1998,215,12,2.0
19-07-1998,1139,18,2.0
1999-01-21,1105,7,2.0
22 Aug 1998,549,3,2.0
1998/05/24,896,24,4.0
1998/05/26,1380,8,1.0
1998/07/13,416,10,3.0
07/04/1998,1172,12,2.0
1997/04/08,533,14,4.0
06-06-1997,231,12,5.0
12/05/1997,168,5,
11-11-1998,64,4,4.0
09-03-1997,20,5,5.0
12/30/1998,864,5,2.0
01/21/1999,1127,11,4.0
04-02-1998,494,7,5.0
1998/10/27,54,13,4.0
07/24/1998,681,5,4.0
27-03-1998,563,18,4.0
1997-12-01,1280,5,
30 Dec 1997,1200,10,2.0
20-11-1997,1421,14,5.0
27 Apr 1997,556,3,2.0
17 Mar 1998,1161,11,3.0
1997-07-05,835,8,3.0
1998/09/29,1293,23,4.0
28 Nov 1998,864,6,4.0
1998/10/20,1214,12,2.0
1997-12-19,1008,18,4.0
03-03-1997,1139,4,2.0
1999-01-21,48,18,
16-07-1998,1139,24,3.0
1998-12-16,231,9,3.0
1998/10/16,1023,2,
25 Jan 1998,1196,8,
04 Jun 1997,1486,3,2.0
1998/05/19,581,6,4.0
09/03/1998,1139,9,5.0
1997/10/01,1089,7,4.0
02 Jul 1998,1353,21,5.0
01/18/1999,367,6,1.0
1997/11/29,854,4,1.0
25-04-1998,3,7,2.0
16 Dec 1998,754,22,5.0
1998/07/31,1539,10,1.0
12/30/1998,348,24,2.0
1998/08/15,556,14,1.0
09/05/1997,1232,1,5.0
10-12-1997,176,4,2.0
1999-01-23,1139,14,3.0
1997-08-11,64,10,5.0
1998-09-23,1063,5,5.0
16 Dec 1998,1068,5,5.0
09-01-1998,310,15,3.0
1998/08/19,1344,7,4.0
1997/05/31,1250,10,
1998-05-24,507,12,1.0
1998/03/11,269,21,4.0
15 Apr 1998,1139,6,1.0
24 Aug 1998,460,19,1.0
26-11-1997,414,14,3.0
1998/06/07,231,3,5.0
12 Mar 1998,1293,4,1.0
04/17/1998,1048,9,3.0
11/17/1997,1429,4,2.0
05/18/1998,1001,18,4.0
1997-09-25,1445,3,5.0
1997/04/12,1426,5,5.0
,1139,5,1.0
05/03/1998,734,13,1.0
1998/08/31,732,14,5.0
1998-12-03,231,9,1.0
12/25/1998,401,10,4.0
1998-08-25,246,24,2.0
1998/10/09,901,12,1.0
1997-06-29,572,2,4.0
13-11-1998,1224,19,5.0
03/05/1998,621,14,4.0
09/23/1998,802,24,2.0
,846,10,5.0
14-11-1998,576,7,5.0
05 Apr 1998,48,13,4.0
1997-09-02,1189,12,5.0
23 Aug 1998,1490,3,5.0
13 Aug 1998,231,23,2.0
1998/06/30,355,2,3.0
12/28/1998,683,18,4.0
14-09-1998,764,8,5.0
1997/02/12,504,3,3.0
14-10-1998,680,3,4.0
1998/08/13,579,11,2.0
1999-01-30,578,22,3.0
03/02/1998,64,15,2.0
1998-06-11,1177,1,1.0
09 Dec 1998,1292,19,1.0
1997/04/13,1064,6,5.0
30-11-1998,600,4,1.0
08-11-1998,413,9,2.0
19 Oct 1997,461,14,5.0
07/06/1998,578,11,1.0
03/27/1998,1183,2,5.0
11 Jul 1997,132,14,5.0
22 Jul 1998,1426,2,2.0
1998-10-26,754,1,4.0
02/19/1998,184,8,2.0
1997-05-20,231,5,4.0
1997-02-07,1508,6,4.0
11 Apr 1997,556,3,3.0
21-03-1998,231,10,1.0
17-06-1998,1452,22,5.0
1998/11/13,231,3,3.0
10/12/1998,621,18,4.0
06-01-1999,73,3,
12-01-1999,764,12,4.0
20 Mar 1998,198,4,1.0
20 Apr 1998,864,18,4.0
1997-05-07,877,5,3.0
09-11-1998,1298,9,5.0
19 May 1998,54,17,5.0
28-06-1997,1305,4,3.0
12/09/1998,502,4,5.0
29 Sep 1998,802,24,3.0
1997-11-15,680,15,3.0
11-08-1998,223,10,4.0
1998-01-15,1016,3,2.0
05/18/1997,578,5,5.0
06 Sep 1998,813,10,
1998/12/08,198,6,4.0
10/01/1998,231,8,3.0
29 Oct 1998,883,5,1.0
02 Nov 1997,80,1,1.0
01 Sep 1998,972,18,3.0
1998/05/17,894,19,5.0
1997-09-15,535,14,4.0
1997-09-06,246,7,4.0
12/15/1997,675,4,5.0
1997-08-16,1016,14,1.0
1997/12/02,1144,7,3.0
03/28/1998,1553,8,5.0
12/07/1998,1429,14,5.0
01/30/1998,754,2,3.0
,1105,8,1.0
11 Sep 1998,120,9,2.0
14-12-1997,559,3,5.0
12/08/1997,905,11,4.0
1997-08-04,116,11,3.0
07 Oct 1998,1139,8,5.0
1998-07-21,625,17,3.0
18 Dec 1997,666,11,5.0
01 Dec 1997,581,1,3.0
1998-03-23,1426,14,5.0
1998-10-21,64,17,5.0
1999/01/23,67,12,3.0
05/02/1997,1250,4,1.0
04-12-1998,149,4,5.0
09/08/1998,994,5,1.0
02 Jul 1997,246,3,1.0
07 Mar 1998,229,23,3.0
1998/07/09,995,17,1.0
23-12-1998,300,5,5.0
1998-06-03,62,7,
29-12-1998,208,14,1.0
1998-08-08,876,4,2.0
05/19/1998,965,22,4.0
1997/05/05,556,9,2.0
29-11-1998,321,2,5.0
24 Oct 1998,490,5,1.0
1997/09/20,352,5,5.0
01/17/1999,578,15,4.0
1997-12-20,1209,18,5.0
1998/08/25,102,7,3.0
1999-01-08,802,6,1.0
1998/05/24,32,18,5.0
04 Jan 1998,231,9,5.0
24-12-1998,295,22,5.0
06/02/1998,1380,3,4.0
1998-01-26,464,10,1.0
1998-09-24,7,3,3.0
1997/09/18,934,14,1.0
,231,19,3.0
27-05-1997,496,3,5.0
25-06-1997,182,14,4.0
07/04/1998,754,7,5.0
03/21/1998,807,12,2.0
26-08-1998,1492,4,5.0
1998-02-28,480,11,5.0
10-01-1999,1394,3,4.0
29-03-1998,556,13,3.0
27-03-1998,789,8,4.0
1997-07-21,1406,6,5.0
1998/01/19,287,14,2.0
14 Dec 1998,1411,5,
28-09-1998,974,14,3.0
1998-03-28,490,23,2.0
11/08/1998,287,3,2.0
1998-08-20,1318,23,3.0
16 Jan 1999,754,22,1.0
02/04/1998,491,11,1.0
1998/04/04,986,11,3.0
25 Mar 1997,1390,14,4.0
03/19/1998,1359,7,2.0
15 Aug 1998,822,11,1.0
11/15/1997,1324,2,5.0
12 Dec 1998,287,23,5.0
14-01-1998,807,11,2.0
26-01-1999,1426,18,1.0
1997-12-18,1293,10,1.0
10-12-1998,1224,19,4.0
1998-10-09,231,11,1.0
1998/05/06,487,3,3.0
21-04-1998,325,5,2.0
18-02-1998,1172,13,3.0
1999-01-26,457,17,3.0
1997/08/23,854,6,4.0
1998-10-18,315,21,5.0
1998/11/15,177,12,2.0
,789,14,5.0
31 Jul 1998,840,3,1.0
1998/04/19,670,11,4.0
1998/11/18,680,5,1.0
08 Sep 1997,504,13,1.0
06/03/1998,639,9,4.0
10 Sep 1998,1293,5,1.0
22-10-1998,383,6,2.0
1998-11-29,1100,10,1.0
1998-01-28,556,3,3.0
02-10-1998,994,20,5.0
20-08-1998,1153,9,1.0
1998/06/07,359,11,
29 Jul 1998,1064,9,3.0
05/16/1998,161,18,
07-06-1997,642,14,5.0
16-05-1997,904,5,3.0
1998/03/23,48,19,1.0
04-05-1997,295,10,3.0
1999/01/15,176,3,3.0
1998-11-19,48,11,5.0
08/03/1998,1323,12,3.0
1998/05/31,1363,5,4.0
19-01-1999,563,8,2.0
1997-07-19,1177,10,2.0
05/16/1998,901,14,5.0
08-11-1998,111,9,2.0
20-04-1997,1153,2,2.0
12/29/1997,280,15,5.0
17 Jun 1997,81,13,4.0
1999/01/22,264,12,4.0
07/27/1998,1148,14,2.0
15 Jun 1998,116,17,4.0
21-06-1998,578,1,3.0
23 Jul 1998,791,14,5.0
01/10/1997,1426,3,1.0
1998-01-11,62,5,2.0
10/07/1998,1295,3,4.0
1998-07-04,212,18,2.0
08/12/1997,830,11,3.0
11-04-1997,20,4,1.0
03/09/1997,982,12,
1997/04/20,732,8,4.0
16 Apr 1998,754,12,2.0
1998-05-10,1224,2,5.0
1998-10-27,1064,12,5.0
09/09/1998,158,19,5.0
06/13/1998,553,7,3.0
1998/07/23,51,9,2.0
07/31/1997,588,14,2.0
1997-04-07,191,1,3.0
11/27/1998,1426,11,5.0
05/13/1998,1400,9,2.0
15-07-1997,1222,12,
30 Nov 1998,1214,7,2.0
21-01-1997,295,15,2.0
27-09-1997,428,14,2.0
1998/08/06,888,10,1.0
05 Oct 1998,185,15,5.0
16-05-1998,1486,11,1.0
13 Aug 1998,1536,17,3.0
03/12/1997,179,11,3.0
09 Mar 1997,1065,10,3.0
23-12-1998,1139,6,1.0
14 Nov 1997,20,5,1.0
1998/01/31,641,3,4.0
1998-11-13,556,6,5.0
1997/09/17,956,18,4.0
1998/12/21,390,14,
1998-07-17,1100,8,2.0
1998-03-31,507,10,2.0
1998-06-23,366,18,4.0
04-08-1997,1379,4,3.0
25 Oct 1998,1111,11,4.0
1998-05-23,647,15,5.0
1998-03-16,1220,4,3.0
17 Jun 1998,54,5,1.0
1997/10/03,1139,11,5.0
07/23/1998,556,13,3.0
23 Nov 1997,1212,2,4.0
1998-03-27,1292,23,3.0
02/05/1998,1230,3,3.0
09/27/1997,1541,6,1.0
14 Aug 1998,703,18,2.0
07/17/1998,355,4,5.0
1998-11-30,198,11,4.0
1999-01-14,535,8,3.0
09-01-1998,1232,4,5.0
